2015-07-23 12:04:24 Debug: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [E:\xampp\htdocs\product_test\cake\libs\debugger.php, line 697]
2015-07-23 12:04:24 Debug: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [E:\xampp\htdocs\product_test\cake\libs\debugger.php, line 701]
2015-07-23 12:05:04 Debug: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [E:\xampp\htdocs\product_test\cake\libs\debugger.php, line 697]
2015-07-23 12:05:04 Debug: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [E:\xampp\htdocs\product_test\cake\libs\debugger.php, line 701]
2015-07-23 12:05:43 Debug: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [E:\xampp\htdocs\product_test\cake\libs\debugger.php, line 701]
2015-07-23 12:29:50 Debug: Notice (8): Undefined property: ProductTestsController::$Product in [E:\xampp\htdocs\product_test\app\controllers\product_tests_controller.php, line 17]
2015-07-23 12:32:01 Debug: Notice (8): Undefined property: ProductTestsController::$Product in [E:\xampp\htdocs\product_test\app\controllers\product_tests_controller.php, line 17]
2015-07-23 12:32:02 Debug: Notice (8): Undefined property: ProductTestsController::$Product in [E:\xampp\htdocs\product_test\app\controllers\product_tests_controller.php, line 17]
2015-07-23 12:34:39 Debug: Notice (8): Undefined property: ProductTestsController::$Product in [E:\xampp\htdocs\product_test\app\controllers\product_tests_controller.php, line 17]
2015-07-23 12:34:40 Debug: Notice (8): Undefined property: ProductTestsController::$Product in [E:\xampp\htdocs\product_test\app\controllers\product_tests_controller.php, line 17]
2015-07-23 12:35:28 Debug: Notice (8): Undefined property: ProductTestsController::$Product in [E:\xampp\htdocs\product_test\app\controllers\product_tests_controller.php, line 17]
2015-07-23 12:35:28 Debug: Notice (8): Undefined property: ProductTestsController::$Product in [E:\xampp\htdocs\product_test\app\controllers\product_tests_controller.php, line 17]
2015-07-23 12:35:29 Debug: Notice (8): Undefined property: ProductTestsController::$Product in [E:\xampp\htdocs\product_test\app\controllers\product_tests_controller.php, line 17]
2015-07-23 12:35:29 Debug: Notice (8): Undefined property: ProductTestsController::$Product in [E:\xampp\htdocs\product_test\app\controllers\product_tests_controller.php, line 17]
2015-07-23 12:38:38 Debug: Notice (8): Undefined property: ProductTestsController::$Task in [E:\xampp\htdocs\product_test\app\controllers\product_tests_controller.php, line 17]
2015-07-23 12:45:19 Debug: Notice (8): Undefined index: title in [E:\xampp\htdocs\product_test\app\views\products\index.ctp, line 30]
2015-07-23 12:45:19 Debug: Notice (8): Undefined index: done in [E:\xampp\htdocs\product_test\app\views\products\index.ctp, line 31]
2015-07-23 12:45:19 Debug: Notice (8): Undefined index: created in [E:\xampp\htdocs\product_test\app\views\products\index.ctp, line 32]
2015-07-23 12:45:19 Debug: Notice (8): Undefined index: modified in [E:\xampp\htdocs\product_test\app\views\products\index.ctp, line 33]
2015-07-23 12:45:19 Debug: Notice (8): Undefined variable: task in [E:\xampp\htdocs\product_test\app\views\products\index.ctp, line 35]
